transaction_unique_identifier,price,date_of_transfer,postcode,property_type,new_build_flag,tenure_type,primary_addressable_object_name,secondary_addressable_object_name,street,locality,town_city,district,county,ppd_category_type,record_status,db_id
{A97D0B33-4156-4653-BE5B-31E6729525C6},210000,2012-09-21,CB2 1HJ,F,N,L,54,FLAT 2,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3094869
{86453E81-33E4-4E31-ACFA-1A063AC91DA5},214000,2012-10-24,CB2 1HJ,F,Y,L,54,FLAT 1,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3624147
{C800EC48-4CCE-4D3A-B976-8F23780343A0},145000,2012-10-31,CB2 1HJ,F,N,L,54,FLAT 1,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3638893
{3AFAF367-0267-4EE4-8C37-FF802E10DCC9},250000,2014-03-24,CB2 1HJ,F,N,L,54,FLAT 3,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,5330130
{79A74E21-3168-1289-E053-6B04A8C01627},570000,2018-09-18,CB2 1HJ,T,N,F,5,,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,10056325
{FAC30766-E29D-5E20-E053-4704A8C004EE},600000,2023-02-28,CB2 1HJ,T,N,F,1,,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15194604
{A2F193C5-B45F-4EA9-ABA6-E28941DA57DC},149950,1998-09-21,CB2 1HJ,T,N,F,2,,CORONATION STREET,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,16520039
{8F42559E-163F-4710-B53F-69639371563A},135000,1999-07-09,CB2 1HJ,S,N,F,7,,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,17571191
{C04D66D5-0B60-450F-A5A9-9E12FDA56BDD},165500,2002-08-29,CB2 1HJ,F,N,L,42,,CORONATION STREET,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,21190079
{D3D4C780-B3AD-4A6D-ACE2-CEF4068D7625},250000,2006-01-18,CB2 1HJ,S,N,F,7,,CORONATION STREET,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26527963
{4E908DFA-C89F-4264-A24E-687455EA9051},160000,2007-07-31,CB2 1HJ,F,N,L,54,FLAT 1,CORONATION STREET,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,27421491
{B2E45CF8-0BCE-4AD1-A00A-A9663852630B},222500,2007-07-31,CB2 1HJ,F,N,L,54,FLAT 3,CORONATION STREET,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,28634727
{405DA972-B43B-4E46-817B-7D7310DBD4B7},290000,2009-09-18,CB2 1HJ,T,N,F,5,,CORONATION STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,29551635
{0203BC9D-0036-47AE-B53B-D3739B103F14},181000,2011-07-18,CB2 1HT,F,N,L,33,,RUSSELL STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2466945
{75050A86-00BC-9A88-E053-6B04A8C02390},970000,2018-04-13,CB2 1HT,O,N,F,35,,RUSSELL STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,9164944
{BEF7EBBE-9B59-7A76-E053-6B04A8C092F7},565000,2020-10-30,CB2 1HT,S,N,F,37,,RUSSELL STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11660637
{EA3278A9-9300-2676-E053-6B04A8C015F8},565000,2021-03-09,CB2 1HT,D,N,F,35,,RUSSELL STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,12147020
{237B17FD-AC6B-22AC-E063-4804A8C0EA3A},311000,2024-08-30,CB2 1HT,F,N,L,33,,RUSSELL STREET,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15650074
{AB1DA8D1-0D10-498A-BCD0-232C312AB1EC},140000,2001-07-20,CB2 1HU,T,N,F,105,,RUSSELL STREET,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,20016377
{171A6001-FD8D-45C6-9137-2966DFD0062E},250000,2002-10-04,CB2 1HU,T,N,F,105,,RUSSELL STREET,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,21089264
{E4343F51-9D74-4102-9E8A-6896931F5CB3},44000,1997-02-17,CB2 1JH,F,N,L,15,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,1334692
{8F015FDA-17FA-4E65-9431-12054DD0F4F4},37000,1997-03-21,CB2 1JH,F,N,L,58,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,1511581
{1FA99BD7-16A3-40DC-969B-03F1F0622DA3},60000,1997-07-25,CB2 1JH,F,N,L,41,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,1532068
{0DFCFFCA-B91B-4E69-9D50-66C4A4E29D64},195000,2012-07-13,CB2 1JH,F,N,L,59,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3338504
{6A8FA511-4670-440F-9947-0E52E6F0C037},220000,2013-10-31,CB2 1JH,F,N,L,50,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4447593
{453D27A2-B7B8-EF91-E050-A8C0630574D7},311000,2016-12-16,CB2 1JH,T,N,L,54,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6977509
{4C4EE000-36B5-1854-E050-A8C063054F34},210000,2017-03-15,CB2 1JH,F,N,L,45,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,7916221
{5CF9903B-8FFD-7F13-E053-6C04A8C074B1},285000,2017-09-29,CB2 1JH,F,N,L,47,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,8324260
{85866A64-7205-143F-E053-6B04A8C06A15},178000,2019-03-18,CB2 1JH,F,N,L,76,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,10272990
{D4D42645-4B69-27F6-E053-6C04A8C0A572},155000,2021-12-02,CB2 1JH,F,N,L,45,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,12887253
{37B296BD-7CEB-4A03-B346-2F32DFC8F34C},70000,2000-12-20,CB2 1JH,F,N,L,75,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,18699168
{23E7C1BD-EAEB-4FDC-B119-16A3D9578CC3},133000,2002-04-24,CB2 1JH,S,N,L,29,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,20912214
{72F2D30C-483A-44D5-8A35-30C30D3344BD},69950,2002-02-27,CB2 1JH,F,N,L,28,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,21113346
{EDD167F2-9A84-4D3F-9F71-960C71969865},157250,2003-05-01,CB2 1JH,T,N,L,50,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,22591204
{6AD18C75-D4EC-4893-858E-EFC3128D0F54},159000,2004-12-20,CB2 1JH,F,N,L,59,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,24162257
{7E9E7351-0E97-4387-91EB-119A72657E57},92500,2005-10-19,CB2 1JH,F,N,L,58,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,25397942
{A2962636-9A04-44F0-A71A-C7EF26E40599},107000,2005-09-09,CB2 1JH,F,N,L,76,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,25717271
{D180AA9F-7FC7-4AF1-A44A-DD2064E3D34E},172000,2006-12-15,CB2 1JH,S,N,L,56,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,25966833
{0256A07A-09AB-4AC2-BF0F-A684C37B4D1E},120000,2006-07-11,CB2 1JH,F,N,L,76,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26173614
{61FC030E-BFB0-4900-85E2-1FC15B7DEFF1},124500,2006-06-29,CB2 1JH,F,N,L,45,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,27105481
{F207BEBC-3BB9-4694-B64D-C95CE1CB771C},136000,2008-01-16,CB2 1JH,F,N,L,28,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,28831195
{4CDC975F-D053-42AF-BC2B-E72454965E0A},185000,2008-01-30,CB2 1JH,F,N,L,59,,HANOVER COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,28886246
{13B3A54A-DF7C-4A33-9826-AC20B27A6E12},181000,2010-09-17,CB2 1JH,T,N,L,50,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,30303897
{2434200C-D0E9-4265-A886-A936C7823794},185000,2010-12-09,CB2 1JH,F,N,L,59,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,30505036
{1D05F686-701F-4337-B373-006EDC2F2B1D},170000,2010-10-08,CB2 1JH,F,N,L,65,,HANOVER COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,30722069
{32FB193C-3493-4280-ABB1-38572F6A470C},155000,2011-06-09,CB2 1JJ,F,N,L,2,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2476429
{1C0F30C6-2585-4909-AE9A-76FF8C696CDE},120000,2012-09-28,CB2 1JJ,F,N,L,41,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3154482
{C92E122D-6CC6-4F2E-AF1C-195FF7AE5C30},204000,2013-11-14,CB2 1JJ,F,N,L,20,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4150460
{04FE9342-941A-4110-B326-8E6EADBE81DD},210000,2015-01-16,CB2 1JJ,F,N,L,17,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6523074
{42A5A708-D7A8-56E8-E050-A8C06205331E},307000,2016-11-14,CB2 1JJ,T,N,L,36,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7349466
{24E39C1F-9C2F-4463-B572-AF8D71F4C863},74950,1998-07-23,CB2 1JJ,F,N,L,43,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,16500065
{26E1B0AC-5558-4683-8EEA-DBB0018CBB33},96000,2000-11-10,CB2 1JJ,F,N,L,24,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,18755805
{DDF9A057-1463-41DC-9FDB-C10DCA87043A},97500,2002-01-25,CB2 1JJ,D,N,L,16,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,21431579
{83461859-236F-4FA2-8DF3-167EFA133388},109000,2004-01-16,CB2 1JJ,F,N,L,46,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,23604581
{1F136C56-4D58-4F45-9F1D-D67D3D20D34A},159995,2005-10-07,CB2 1JJ,F,N,L,43,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,25288640
{AD01872C-9228-420F-8A16-B0C0196810E5},125000,2006-12-21,CB2 1JJ,F,N,L,47,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26343231
{CCB60B2A-2CAC-4FB8-8DAB-8E9BD2802ADA},119995,2006-06-09,CB2 1JJ,F,N,L,46,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26698605
{24DF248C-5BA9-40C4-B7A8-997B01794C3C},170001,2006-07-04,CB2 1JJ,F,N,L,42,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,27304765
{471B9FD0-20EB-49E5-AB30-C5B6631F25ED},148000,2007-11-08,CB2 1JJ,D,N,L,16,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,27899093
{18BFCC96-ABCE-4F5F-A218-D6E88013B8ED},182000,2007-10-05,CB2 1JJ,F,N,L,21,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,28612962
{26DCAD2A-7E14-4CC4-98F7-DA012612FDE4},108000,2008-11-26,CB2 1JJ,F,N,L,23,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,28827201
{F1DB7E71-B312-4A99-9D1F-529CB751B43A},160000,2008-12-04,CB2 1JJ,F,N,L,24,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,28884416
{4045115F-369A-4387-B64A-A1E585CC77CE},145000,2008-05-23,CB2 1JJ,F,N,L,17,,PRINCESS COURT,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,29194307
{88496E00-F4D9-4B19-B0C0-27581ABD377A},170000,2009-09-14,CB2 1JJ,F,N,L,43,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,29732882
{142D121B-BAEA-4280-BFA8-B7878604C91D},197500,2009-12-18,CB2 1JJ,F,N,L,21,,PRINCESS COURT,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,29988680
{5A9D8B56-0618-68EB-E053-6B04A8C0D293},3782000,2017-07-28,CB2 1JP,O,N,F,6 - 8,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,8759282
{6DA0844A-A779-30F2-E053-6B04A8C05F3B},11800000,2018-04-19,CB2 1JP,O,N,F,"CINTRA HOUSE, 12",,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,10061254
{8355F009-B7FA-55C5-E053-6B04A8C0D090},1450000,2019-02-13,CB2 1JP,O,N,F,20,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,10259884
{C6209F60-28FD-295E-E053-6C04A8C0DDCC},1000000,2021-03-31,CB2 1JT,O,N,F,10,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,13187492
{3B7E0B90-BB22-EA99-E050-A8C062057E77},608000,2016-07-21,CB2 1LA,T,N,F,44A,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6870048
{31FB4C16-EB5E-57B9-E050-A8C063053436},365000,2016-02-29,CB2 1LA,F,N,L,54,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7438897
{4E95D758-1338-EDA1-E050-A8C0630539E2},25000,2016-12-05,CB2 1LA,O,N,L,28,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,7510540
{EC7AD09A-9045-9200-E053-6C04A8C0E306},2100000,2022-03-07,CB2 1LA,O,N,F,56,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,13676674
{E073986C-15AB-2134-E053-6C04A8C0233B},212500,2022-02-16,CB2 1LA,F,N,L,30,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,14079286
{E073986C-15F9-2134-E053-6C04A8C0233B},937500,2022-02-16,CB2 1LA,O,N,F,30,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,14079310
{FFA361DB-6F77-8A03-E053-4804A8C01F61},482000,2023-03-06,CB2 1LA,O,N,F,50,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,14715856
{653D638A-3D14-4F43-B329-D9D45252792F},350000,2004-09-01,CB2 1LA,T,N,F,40A,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,23644456
{25CCF504-C605-49A1-8631-992233CA3CF2},102500,2005-09-06,CB2 1LA,F,N,L,52B,,HILLS ROAD,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,25607622
{4C1BAFEC-4E4C-475D-8757-C84DEBBCCA9B},166000,2006-08-01,CB2 1LA,S,N,L,52B,,HILLS ROAD,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26801597
{2A289EA0-E7BA-CDC8-E050-A8C063054829},150000,2007-11-09,CB2 1LA,F,N,L,30,,HILLS ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,27799514
{843AE3C3-ECBC-4A15-8E67-67CB07D3E9D8},270000,2011-01-28,CB2 1LB,F,N,L,4,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2293080
{F9A2971F-8A84-4EBA-97FF-3E3756296127},84000,2011-08-30,CB2 1LB,F,N,L,69,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2373893
{D74C4338-75A5-47AF-A02D-6218A184F661},595000,2011-12-15,CB2 1LB,F,N,L,24,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2431359
{7560D9F6-5E74-4B0B-913D-34E025AF66C6},279000,2011-09-30,CB2 1LB,F,N,L,12,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2479754
{4592BDF1-29CD-475C-B0CD-6BAA0F4AC391},271000,2011-10-21,CB2 1LB,S,N,L,9,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2481489
{7C20463E-D97E-4B34-9DAA-361E61297429},82000,2011-03-28,CB2 1LB,F,N,L,65,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,2832839
{7D7E0368-3EC3-4A4A-A541-82D94F399A9F},277500,2012-02-10,CB2 1LB,S,N,L,22,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3484008
{81B3B950-1373-42C3-AFA1-E89C03976CEB},217500,2012-08-17,CB2 1LB,F,N,L,38,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3560990
{5972DD4B-DE53-4652-AE6A-B2B92899B2E2},148500,2012-01-30,CB2 1LB,F,N,L,71,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3694996
{1268C8D7-3EA2-45B5-AEAE-913B6D682183},225000,2013-05-17,CB2 1LB,F,N,L,54,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4001988
{808D5062-48A3-4538-93D4-2B24C6AB58F7},317500,2013-02-28,CB2 1LB,F,N,L,12,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4477285
{CA11AE5F-81D9-4379-89E9-79723343E465},235000,2014-01-03,CB2 1LB,F,N,L,45,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4809652
{7231F41E-D78C-4B7D-8B2F-6C88C57D4949},173250,2014-03-27,CB2 1LB,F,N,L,71,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4894484
{21E5FEB6-7FE1-2439-E050-A8C06205342E},330000,2014-03-17,CB2 1LB,F,N,L,9,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,4931652
{96F86277-9D4A-467F-A9C0-2E5013CCED2E},157500,2014-05-02,CB2 1LB,F,N,L,68,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,5504673
{34321DBC-7DC4-4D23-8B96-B509A7B32A2A},377500,2015-05-18,CB2 1LB,F,N,L,1,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,5960154
{21E5FEB6-6C47-2439-E050-A8C06205342E},340000,2015-03-16,CB2 1LB,F,N,L,63,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6022406
{02E7418C-8595-4A6A-8A3E-54FDF1733D15},350000,2015-04-24,CB2 1LB,F,N,L,32,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6533274
{39140479-557E-3206-E050-A8C063057647},214500,2016-06-30,CB2 1LB,F,N,L,71,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6886106
{39140479-5549-3206-E050-A8C063057647},410000,2016-06-01,CB2 1LB,F,N,L,33,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7015412
{39140479-554E-3206-E050-A8C063057647},325000,2016-03-04,CB2 1LB,F,N,L,42,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7017382
{3E0330EF-7006-8D89-E050-A8C062052140},320000,2016-09-01,CB2 1LB,F,N,L,15,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7109286
{3E0330EF-7012-8D89-E050-A8C062052140},900000,2016-08-18,CB2 1LB,F,N,L,43,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7109298
{404A5AF3-27C0-CD2B-E050-A8C063055C7B},300000,2016-10-10,CB2 1LB,F,N,L,27,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7455440
{5CF9903B-91AF-7F13-E053-6C04A8C074B1},293500,2017-10-06,CB2 1LB,F,N,L,2,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,8694856
{6B32222B-F829-01F1-E053-6C04A8C0D2C8},332000,2018-03-29,CB2 1LB,F,N,L,23,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,9311107
{6B32222B-F836-01F1-E053-6C04A8C0D2C8},385000,2018-03-22,CB2 1LB,F,N,L,41,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,9311118
{919FEC06-1051-9A90-E053-6C04A8C0A300},320000,2019-07-22,CB2 1LB,F,N,L,15,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,10147427
{965B6D91-0F2C-95E4-E053-6C04A8C07729},185000,2019-09-13,CB2 1LB,F,N,L,68,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,10759058
{D93B27B0-54C5-3100-E053-6C04A8C08887},140000,2019-11-27,CB2 1LB,F,N,L,62,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,10951001
{B32EBB13-4E2E-3C99-E053-6C04A8C09CA1},385000,2020-08-20,CB2 1LB,F,N,L,8,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11374851
{A71375FD-A8F3-7576-E053-6C04A8C0462F},291000,2020-03-13,CB2 1LB,F,N,L,65,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11553140
{C3C3F9B5-6B0E-362B-E053-6B04A8C03ACC},390000,2021-03-31,CB2 1LB,F,N,L,29,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,12882352
{D22473F4-E71E-7B40-E053-6C04A8C0A630},413000,2021-06-29,CB2 1LB,F,N,L,37,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13204057
{E53EDD2D-631A-83EC-E053-6B04A8C03A59},305000,2022-06-10,CB2 1LB,F,N,L,27,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13711757
{EC7AD099-548E-9200-E053-6C04A8C0E306},445000,2022-04-08,CB2 1LB,F,N,L,18,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,14082291
{FFA361DA-911B-8A03-E053-4804A8C01F61},417000,2023-05-26,CB2 1LB,F,N,L,41,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,14725165
{1C3E72FE-EE7E-F410-E063-4804A8C0DFA6},325000,2024-05-01,CB2 1LB,F,N,L,11,,WARREN CLOSE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,15678138
{5F0A5A86-31C1-47D0-B260-3D441EAADDB1},269950,2006-12-15,CB2 1LB,F,Y,L,1,,WARREN CLOSE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26035221
{390F772E-812A-4F64-A91D-19C949FB899D},189953,2006-12-14,CB2 1LB,F,Y,L,7,,WARREN CLOSE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26100229
{1C26C002-68AE-4852-AFB0-4B0BCC7AB068},212450,2006-12-13,CB2 1LB,F,Y,L,10,,WARREN CLOSE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26186502
{31EFAF3A-6651-4BE6-993A-5267B8C23456},247500,2006-12-15,CB2 1LB,F,Y,L,28,,WARREN CLOSE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26206797
{B5A34794-3F9C-48F7-BF58-B95D10AFF87E},230703,2006-12-15,CB2 1LB,F,Y,L,4,,WARREN CLOSE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26215948
{26816DF7-1FF0-4ADA-99C1-6A1D22C5858D},194750,2006-12-15,CB2 1LB,F,Y,L,16,,WARREN CLOSE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,26216887
