transaction_unique_identifier,price,date_of_transfer,postcode,property_type,new_build_flag,tenure_type,primary_addressable_object_name,secondary_addressable_object_name,street,locality,town_city,district,county,ppd_category_type,record_status,db_id
{99B8D6E1-5711-49CC-9D17-794907A5517F},190000,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",3,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3860771
{2A8A982F-1A34-4965-B87D-FF0E46ECF412},259500,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",10,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3875536
{21E5FEB5-A855-2439-E050-A8C06205342E},193000,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",20,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,3894406
{21E5FEB5-A856-2439-E050-A8C06205342E},265000,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",34,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,3894407
{CE83EC65-BF46-4793-AD0B-84C214489F54},200000,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",12,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3900205
{641C180C-7936-486E-9910-8B0AA56596B4},372500,2013-12-09,CB1 2FH,F,N,L,"WATSON HOUSE, 4",15,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3907464
{005FB00F-7089-494B-A5C4-B133DED6721D},579000,2013-12-12,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",42,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3958435
{7C18403A-EDBA-4AD8-BA4B-3EC32C07FE16},214950,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",27,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3998690
{24BFE8DF-2130-4994-9D07-542602013361},193000,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",19,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4035767
{1E18B75C-C522-4958-BE18-E481CD9BB6F9},250000,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",9,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4039916
{2D784DF7-824E-4F1D-A915-7798E96F502B},255000,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",18,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4046604
{69C37B33-E016-4D51-ACF2-08CC539521BF},364500,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",6,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4047239
{57281766-51D1-451D-91C5-3FF93D5245F7},246750,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",4,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4071986
{1409C915-F3DC-44E3-A1FF-F1524B4A8218},237500,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",1,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4082147
{3C1439CB-8BAE-4CC1-9217-52884EC5F9FF},260000,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",24,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4110596
{200B327A-6954-44AB-96FD-04463CC5400B},216950,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",36,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4125855
{394C087C-82AD-4DCF-AFED-20769AC55054},254625,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",17,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4148853
{C887B6D8-18FC-49B9-8ED2-E1CF23DD7903},255000,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",25,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4159505
{4065D6BA-2AB7-424C-8B95-DC51646AFC25},376475,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",23,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4182770
{69D06EBD-44A3-400C-8C05-48888A74A81A},219950,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",35,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4186905
{59B47AE2-0734-4792-B981-D21B754A710C},215000,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",28,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4200142
{864B03F9-A8EB-4177-8944-456D4E3000AB},269775,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",26,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4267924
{3A0DDD24-5799-4E11-A856-8CBE636E76A9},397500,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",38,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4284003
{54CB1B77-BD01-4A9C-A4C6-3CF392062110},237000,2013-12-13,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",7,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4293277
{6722BB16-946D-4AAE-B939-67A1536E8174},356475,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",22,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4424789
{558FEA6C-A339-421A-841A-0AA803C45404},249995,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",8,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4442012
{DFA6F316-A332-4894-BD5B-2E8736F9C65F},381325,2013-12-03,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",30,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4464917
{C3049E44-8BF0-4D2A-A47C-78C36B087203},376500,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",14,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4501504
{D8480627-FCAB-4CB6-A890-3F057E81C855},277500,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",32,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4589670
{7E3067E8-2411-4E68-B68C-3F1752785D02},372800,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",5,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4593250
{1BAE5E80-68F5-4CA8-8881-D05701FD31BC},259000,2013-11-29,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",33,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4593942
{21E5FEB6-92DA-2439-E050-A8C06205342E},250000,2013-12-02,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",16,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,4655526
{21E5FEB6-92DB-2439-E050-A8C06205342E},200000,2013-12-10,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",11,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,4656509
{90FB585C-167B-48F9-8C84-07A68FCFAC9B},499950,2014-11-28,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",40,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4862092
{D9B16857-2410-435E-9283-68F8F084D6AA},589950,2014-06-30,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",43,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4894116
{AC3A3D90-8932-480C-9FEC-2B4C14020224},519950,2014-03-21,CB1 2FH,F,Y,L,"WATSON HOUSE, 4",41,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,5544341
{47844C7F-732F-8986-E050-A8C063056488},300000,2016-09-30,CB1 2FH,F,N,L,"WATSON HOUSE, 4",4,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7573350
{6B32222B-F8A8-01F1-E053-6C04A8C0D2C8},440000,2017-08-03,CB1 2FH,F,N,L,"WATSON HOUSE, 4",6,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7893247
{666758D6-8A1C-3363-E053-6B04A8C0D74E},261500,2017-06-13,CB1 2FH,F,N,L,"WATSON HOUSE, 4",35,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,8841840
{75050A84-C2A3-9A88-E053-6B04A8C02390},268000,2018-07-18,CB1 2FH,F,N,L,"WATSON HOUSE, 4",12,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,9474267
{CB0035E5-8C0B-58AE-E053-6B04A8C091AF},405000,2019-09-27,CB1 2FH,F,N,L,"WATSON HOUSE, 4",5,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,10551428
{9FF0D969-7E63-11ED-E053-6C04A8C06383},433000,2020-01-17,CB1 2FH,F,N,L,"WATSON HOUSE, 4",15,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,12014523
{045A1899-4868-9A24-E063-4804A8C048EA},440000,2021-06-04,CB1 2FH,F,N,L,"WATSON HOUSE, 4",23,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,12351197
{C18F412A-8A8A-81A6-E053-6B04A8C0AD18},415000,2021-02-20,CB1 2FH,F,N,L,"WATSON HOUSE, 4",38,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,12488262
{D22473F4-E807-7B40-E053-6C04A8C0A630},557000,2021-02-26,CB1 2FH,F,N,L,"WATSON HOUSE, 4",41,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13217577
{FAC30766-E089-5E20-E053-4704A8C004EE},555000,2023-03-08,CB1 2FH,F,N,L,"WATSON HOUSE, 4",43,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15192649
{1775CCF6-EEF7-38BA-E063-4704A8C05A7C},560000,2023-11-23,CB1 2FH,F,N,L,"WATSON HOUSE, 4",40,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15278683
{3D5385C6-E718-4550-920B-87020BFBE18C},279950,2013-11-18,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",32,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,3822334
{A583F43F-57E3-44F1-96AE-27A6FFE97334},270950,2013-11-18,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",35,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4084298
{AAC5BDF7-1DC4-44CA-A1DF-BC76705C91B9},230000,2013-12-05,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",31,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4163427
{73483590-8179-4591-AA32-D15EF4AE9D51},230000,2013-11-08,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",33,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4470622
{84D3278B-138A-463A-B4CF-B24FE00BA50F},124000,2014-02-21,CB1 2FJ,F,Y,L,"GILBERT HOUSE, 6",4,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,4836600
{5376B385-1C6E-34C1-E053-6B04A8C09FF6},136000,2016-12-08,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",27,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6951635
{453D27A2-BA85-EF91-E050-A8C0630574D7},389000,2016-11-25,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",13,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7804447
{6B32222B-F8A9-01F1-E053-6C04A8C0D2C8},94500,2018-01-12,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",2,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,9311143
{A96E4ACB-E22E-9205-E053-6C04A8C0DA09},196000,2020-03-20,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",17,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11712671
{B0A9D11B-3C56-4C1F-E053-6C04A8C0D716},390000,2020-08-25,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",16,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11835240
{9DBAD221-66DB-6EB3-E053-6B04A8C0F257},395000,2020-01-10,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",18,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11970755
{C18F412A-8A99-81A6-E053-6B04A8C0AD18},410000,2021-01-14,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",28,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,12488669
{C6209F5E-EE10-295E-E053-6C04A8C0DDCC},390000,2021-03-31,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",12,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13023535
{F87E72F8-A44F-176C-E053-6B04A8C0D2BE},405000,2022-11-04,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",26,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13572384
{F16F63C5-6D0F-0491-E053-6C04A8C032ED},141100,2022-12-06,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",27,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13618440
{F16F63C5-6D19-0491-E053-6C04A8C032ED},234000,2022-07-18,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",25,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13620398
{F87E72F8-A451-176C-E053-6B04A8C0D2BE},420000,2023-02-06,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",19,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15189210
{045A1898-5A03-9A24-E063-4804A8C048EA},410000,2023-07-13,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",29,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15319981
{F5E8B080-EF11-3A13-E053-6C04A8C060B7},123000,2023-01-20,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",10,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15327752
{2131FCF5-C03D-86E8-E063-4804A8C0372B},478600,2024-08-06,CB1 2FJ,F,N,L,"GILBERT HOUSE, 6",15,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,15662941
{75050A84-C2B0-9A88-E053-6B04A8C02390},184250,2018-07-25,CB1 2FL,F,N,L,"HUXLEY HOUSE, 8",33,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,9476237
{C18F412A-8A87-81A6-E053-6B04A8C0AD18},100500,2021-01-27,CB1 2FL,F,N,L,"HUXLEY HOUSE, 8",32,MILL PARK,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,12488259
{39140479-5636-3206-E050-A8C063057647},425000,2015-12-15,CB1 2FX,F,Y,L,116,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6098558
{39140479-5637-3206-E050-A8C063057647},491000,2015-12-22,CB1 2FX,F,Y,L,98,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6098559
{39140479-5638-3206-E050-A8C063057647},325000,2015-12-15,CB1 2FX,F,Y,L,128,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6098560
{39140479-5639-3206-E050-A8C063057647},415000,2015-12-15,CB1 2FX,F,Y,L,122,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6098561
{39140479-563A-3206-E050-A8C063057647},335000,2015-12-18,CB1 2FX,F,Y,L,102,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6098562
{39140479-563B-3206-E050-A8C063057647},335000,2015-12-18,CB1 2FX,F,Y,L,100,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6098563
{39140479-563C-3206-E050-A8C063057647},629995,2015-12-17,CB1 2FX,F,Y,L,148,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6098564
{39140479-563E-3206-E050-A8C063057647},315000,2015-12-22,CB1 2FX,F,Y,L,70,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6098566
{39140479-563F-3206-E050-A8C063057647},325000,2015-12-15,CB1 2FX,F,Y,L,126,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6098567
{39140479-5646-3206-E050-A8C063057647},350000,2015-12-15,CB1 2FX,F,Y,L,120,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6098570
{39140479-5648-3206-E050-A8C063057647},485000,2015-12-18,CB1 2FX,F,Y,L,104,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100529
{39140479-5649-3206-E050-A8C063057647},325000,2015-12-22,CB1 2FX,F,Y,L,86,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100530
{39140479-564A-3206-E050-A8C063057647},413000,2015-12-22,CB1 2FX,F,Y,L,74,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100531
{39140479-564B-3206-E050-A8C063057647},485000,2015-12-23,CB1 2FX,F,Y,L,130,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100532
{39140479-564D-3206-E050-A8C063057647},497725,2015-12-21,CB1 2FX,F,Y,L,140,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100534
{39140479-564E-3206-E050-A8C063057647},320125,2015-12-21,CB1 2FX,F,Y,L,142,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100535
{39140479-564F-3206-E050-A8C063057647},334900,2015-12-21,CB1 2FX,F,Y,L,144,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100536
{39140479-5651-3206-E050-A8C063057647},467875,2015-12-21,CB1 2FX,F,Y,L,146,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100538
{39140479-5652-3206-E050-A8C063057647},475000,2015-12-21,CB1 2FX,F,Y,L,90,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100539
{39140479-5656-3206-E050-A8C063057647},325000,2015-12-18,CB1 2FX,F,Y,L,84,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100542
{39140479-5659-3206-E050-A8C063057647},535000,2015-12-22,CB1 2FX,F,Y,L,108,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100545
{39140479-5660-3206-E050-A8C063057647},305000,2015-12-22,CB1 2FX,F,Y,L,72,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6100548
{3B7E0B8F-8AB5-EA99-E050-A8C062057E77},645000,2015-12-22,CB1 2FX,F,Y,L,150,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6114278
{3B7E0B8F-8AB6-EA99-E050-A8C062057E77},595000,2015-12-23,CB1 2FX,F,Y,L,106,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6114279
{3B7E0B8F-8ABF-EA99-E050-A8C062057E77},360000,2015-12-23,CB1 2FX,F,Y,L,76,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6114280
{369DFB16-7E7E-3A19-E050-A8C0620518C6},460750,2015-10-21,CB1 2FX,F,Y,L,96,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6425067
{369DFB16-7E7F-3A19-E050-A8C0620518C6},455900,2015-12-21,CB1 2FX,F,Y,L,124,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6425068
{369DFB16-7E80-3A19-E050-A8C0620518C6},320100,2015-12-21,CB1 2FX,F,Y,L,92,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6425069
{3914047A-79A0-3206-E050-A8C063057647},480750,2015-12-21,CB1 2FX,F,Y,L,132,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444126
{3914047A-79A1-3206-E050-A8C063057647},320100,2015-12-21,CB1 2FX,F,Y,L,94,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444127
{3914047A-79A2-3206-E050-A8C063057647},340010,2015-12-21,CB1 2FX,F,Y,L,88,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444128
{3914047A-79A3-3206-E050-A8C063057647},320100,2015-12-21,CB1 2FX,F,Y,L,134,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444129
{3914047A-79A4-3206-E050-A8C063057647},320100,2015-12-21,CB1 2FX,F,Y,L,136,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444130
{3914047A-79A5-3206-E050-A8C063057647},470000,2015-12-17,CB1 2FX,F,Y,L,138,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444131
{3914047A-79A6-3206-E050-A8C063057647},320000,2015-12-18,CB1 2FX,F,Y,L,78,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444132
{3914047A-79A7-3206-E050-A8C063057647},320000,2015-12-18,CB1 2FX,F,Y,L,118,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,6444133
{39140479-5647-3206-E050-A8C063057647},415000,2016-01-04,CB1 2FX,F,Y,L,80,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6898217
{3E0330EF-7112-8D89-E050-A8C062052140},472500,2016-03-18,CB1 2FX,F,Y,L,112,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7095395
{42A5A708-D8CA-56E8-E050-A8C06205331E},400000,2016-09-15,CB1 2FX,F,Y,L,114,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7202600
{404A5AF3-290F-CD2B-E050-A8C063055C7B},122470,2016-06-06,CB1 2FX,F,Y,L,66,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,7443268
{7E86B6FA-8564-458C-E053-6B04A8C0C84C},352000,2018-10-30,CB1 2FX,F,N,L,102,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,9912543
{8F1B26BD-5D77-53DB-E053-6C04A8C03649},320000,2019-06-21,CB1 2FX,F,N,L,142,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,10229085
{98C75471-86E2-72E9-E053-6B04A8C042F0},415000,2019-11-11,CB1 2FX,F,N,L,122,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11079873
{AE4D86D3-D269-4619-E053-6C04A8C03CD0},345000,2020-06-12,CB1 2FX,F,N,L,86,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,11712459
{D707E536-63DE-0AD9-E053-6B04A8C067CC},759000,2021-06-30,CB1 2FX,O,N,L,110,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,B,A,12810698
{09266DDB-8C39-AF90-E063-4704A8C02087},335000,2022-05-04,CB1 2FX,F,N,L,142,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13517485
{EED73E75-398A-6AF3-E053-6C04A8C08ABA},500000,2022-10-12,CB1 2FX,F,N,L,112,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,13728685
{EC7AD099-557A-9200-E053-6C04A8C0E306},510000,2022-03-18,CB1 2FX,F,N,L,90,,GREAT NORTHERN ROAD,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,14093685
{31FB4C16-ECC9-57B9-E050-A8C063053436},1475000,2015-12-11,CB1 2FZ,S,Y,F,2,,ECCLESTON PLACE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6096954
{2AC10E4F-2F69-1AF6-E050-A8C063052BA1},1419500,2015-11-05,CB1 2FZ,S,Y,F,4,,ECCLESTON PLACE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6325272
{2AC10E4F-2F8D-1AF6-E050-A8C063052BA1},990000,2015-11-23,CB1 2FZ,S,Y,F,6,,ECCLESTON PLACE,,CAMBRIDGE,CAMBRIDGE,CAMBRIDGESHIRE,A,A,6327266
