,,addr:city,addr:housenumber,addr:interpolation,addr:postcode,addr:street,source,geometry,amenity,indoor,operator,operator:wikidata,postal_code,ref,addr:full,building,leisure,name,sport,wheelchair,access,building:levels,roof:levels,brand,brand:wikidata,toilets:wheelchair,note,opening_hours,website,addr:housename,historic,addr:country,bunker_type,military,source:name,source:addr:postcode,covered,tourism,locked,nodes,ref:university_of_cambridge,charge,fee,length,lit,location,swimming_pool,network,noaddress,wikidata,wikimedia_commons,occupier,alt_ref,source:ref,old_name,twitter,brand:wikipedia,fhrs:authority,fhrs:id,fhrs:local_authority_id,stars,comedy,note:phone,phone,wikipedia,denomination,ref:dove,religion,roof:shape,contact:website,official_name,shop,check_date,description,source:occupier,landuse,railway,railway:ref,railway:signal_box,roof:orientation,alt_name,floor:material,food,internet_access,outdoor_seating,real_ale,website:menu,wheelchair:description,air_conditioning,payment:cash,old_old_name,start_date,source:operator,ref:edubase,url,email,house,beer_garden,internet_access:fee,old_fhrs:id,source:addr:housenumber,source:wifi,building:levels:underground,social_facility,social_facility:for,office,source:addr,healthcare,disused:shop,disused:amenity,takeaway,cuisine,source:fhrs:id,male,reg_charity_no,service_times:url,unisex,cyclestreets_id,abandoned,check_date:opening_hours,opening_hours:signed,origin,abandoned:shop,check_date:currency:XBT,contact:facebook,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:pump,diet:halal,dispensing,beauty,tailor:alteration_service,diet:vegan,diet:vegetarian,organic,charity,service:bicycle:repair,service:bicycle:retail,bicycle_parking,capacity,operator:type,amenity_1,ref_1,max_age,min_age,school:boarding,school:type,contact:instagram,music,note:real_ale,ref:GB:uprn,school:trust,nohousenumber,indoor_seating,accommodation,description:floor,smoking,power,substation,builder,overall_site,gas_insulated,layer,HE_ref,listed_status,building:flats,fixme,roof:direction,ways,type,latitude,longitude,osm_house_range
way,266128151,Cambridge,147,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,148,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,149,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,150,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,151,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,152,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,153,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,154,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,155,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,156,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,157,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,158,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,159,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,160,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,161,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,162,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,163,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,164,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,165,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,166,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,167,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,168,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,169,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,170,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,171,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,172,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,173,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,174,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,175,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,176,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,177,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,178,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,179,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
way,266128151,Cambridge,180,all,CB2 8DH,Glenalmond Avenue,survey,"POLYGON ((0.1331986 52.1891913, 0.1330289 52.1892469, 0.1328667 52.1892102, 0.1328117 52.1893209, 0.1329959 52.1893628, 0.1332689 52.1892925, 0.1331986 52.1891913))",,,,,,,,apartments,,Aqua Building 194-209,,,,,,,,,,,,,,,,,,,,,,"[2717058349, 3381665288, 2717058347, 2717058346, 2717058344, 2717058342, 2717058349]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.189281219141385,0.1330340597969577,131-193
