,,addr:city,addr:housenumber,addr:interpolation,addr:postcode,addr:street,source,geometry,amenity,indoor,operator,operator:wikidata,postal_code,ref,addr:full,building,leisure,name,sport,wheelchair,access,building:levels,roof:levels,brand,brand:wikidata,toilets:wheelchair,note,opening_hours,website,addr:housename,historic,addr:country,bunker_type,military,source:name,source:addr:postcode,covered,tourism,locked,nodes,ref:university_of_cambridge,charge,fee,length,lit,location,swimming_pool,network,noaddress,wikidata,wikimedia_commons,occupier,alt_ref,source:ref,old_name,twitter,brand:wikipedia,fhrs:authority,fhrs:id,fhrs:local_authority_id,stars,comedy,note:phone,phone,wikipedia,denomination,ref:dove,religion,roof:shape,contact:website,official_name,shop,check_date,description,source:occupier,landuse,railway,railway:ref,railway:signal_box,roof:orientation,alt_name,floor:material,food,internet_access,outdoor_seating,real_ale,website:menu,wheelchair:description,air_conditioning,payment:cash,old_old_name,start_date,source:operator,ref:edubase,url,email,house,beer_garden,internet_access:fee,old_fhrs:id,source:addr:housenumber,source:wifi,building:levels:underground,social_facility,social_facility:for,office,source:addr,healthcare,disused:shop,disused:amenity,takeaway,cuisine,source:fhrs:id,male,reg_charity_no,service_times:url,unisex,cyclestreets_id,abandoned,check_date:opening_hours,opening_hours:signed,origin,abandoned:shop,check_date:currency:XBT,contact:facebook,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:pump,diet:halal,dispensing,beauty,tailor:alteration_service,diet:vegan,diet:vegetarian,organic,charity,service:bicycle:repair,service:bicycle:retail,bicycle_parking,capacity,operator:type,amenity_1,ref_1,max_age,min_age,school:boarding,school:type,contact:instagram,music,note:real_ale,ref:GB:uprn,school:trust,nohousenumber,indoor_seating,accommodation,description:floor,smoking,power,substation,builder,overall_site,gas_insulated,layer,HE_ref,listed_status,building:flats,fixme,roof:direction,ways,type,latitude,longitude,osm_house_range
way,126121771,Cambridge,267,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,268,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,269,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,270,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,271,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,272,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,273,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,274,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,275,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,276,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121771,Cambridge,277,all,CB2 8DS,Glenalmond Avenue,survey,"POLYGON ((0.132945 52.1889421, 0.13214 52.1890304, 0.1319942 52.1892557, 0.1319063 52.1892315, 0.1318657 52.1893005, 0.1325184 52.1894518, 0.1327638 52.1890871, 0.1326174 52.1891036, 0.1324849 52.1893019, 0.1321451 52.1892281, 0.1322316 52.189102, 0.1330126 52.1890241, 0.132945 52.1889421))",,,,,,,,apartments,,Amber Building 210-277,,,,,,,,,,,,,,,,,,,,,,"[1399021137, 1399021140, 1399021142, 1399021144, 1399021146, 1399021147, 1821430985, 1821430983, 1821430986, 1821430987, 1399021149, 1399021164, 1399021137]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18918785264416,0.13240464614320613,210-277
way,126121780,Cambridge,333,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,
way,126121780,Cambridge,334,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,335,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,336,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,337,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,338,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,339,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,340,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,341,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,342,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,343,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,344,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,345,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,346,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,347,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,348,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
way,126121780,Cambridge,349,all,CB2 8DT,Glenalmond Avenue,survey,"POLYGON ((0.1323137 52.1898927, 0.132195 52.1898636, 0.1322768 52.1897385, 0.1320133 52.1896737, 0.1319327 52.1897969, 0.1318079 52.1897663, 0.1319313 52.1895774, 0.1318518 52.1895579, 0.1319027 52.1894799, 0.1324893 52.189624, 0.1323137 52.1898927))",,,,,,,,apartments,,Sepia Building 333-365,,,,,,,,,,,,,,,,,,,,,,"[1399021174, 1821431010, 1821431001, 1821431009, 1821430998, 1399021188, 1821430999, 1821431000, 1399021190, 1399021194, 1399021174]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.18966448826575,0.1321487050267367,333-365
