Geography_Code,Geography,lat,lng,geometry,L1-L3,L4-L6,L7,L8-9,L10-L11,L12,L13,L14,L15,id,amenity_pois_count
E00130840,Harborough 005F,52.51254,-0.96762,"POLYGON ((-0.9417386160764576 52.51006524064836, -0.9639787724012924 52.505335451975434, -0.9644289774221478 52.50554631244026, -0.965319109283454 52.50513461871122, -0.9659042924923943 52.505363240504614, -0.9669566367421829 52.50480207644182, -0.967906411693427 52.50484245747233, -0.9684145916662129 52.504165414178004, -0.9689648658968517 52.504193556651956, -0.9689358403733811 52.50353677840329, -0.9698969737752653 52.50263051926133, -0.9707482870777493 52.50256389022308, -0.9706523128913316 52.50217880128277, -0.9701654480181169 52.50240380971638, -0.9693506316492135 52.50186546251424, -0.9715739041943868 52.50121078090702, -0.9716601675697355 52.49906242612887, -0.9651131570374272 52.49712292521636, -0.9639373493592306 52.49700924946896, -0.9656926624498154 52.49628115779961, -0.9662647633621686 52.49463536420844, -0.9673594264422545 52.49410129433275, -0.9712349274734422 52.49391196928501, -0.9779968515927682 52.49259137870253, -0.9789943143505778 52.49143659743759, -0.9790587540615365 52.49030352938051, -0.9814706551341956 52.49071454489442, -0.9917833612808201 52.491030133411755, -0.9941540739271559 52.49163013700809, -0.9915684914661677 52.49348181786383, -0.9919295147696574 52.49379701856342, -0.9904552527037059 52.4942373382866, -0.9872735381902381 52.495969709094894, -0.9863327742226403 52.4976841598753, -0.9850913773386643 52.49855906515562, -0.9820079949400594 52.50424330744972, -0.9782006077121843 52.50921985137562, -0.977046117916179 52.51178475009292, -0.9729908037297305 52.515217077529684, -0.9712056986219093 52.516248943849334, -0.972330939108317 52.51872469257856, -0.9682711268537001 52.51991109754252, -0.9614512216695817 52.52250276668841, -0.9540438798032349 52.51738696224446, -0.9508934945615793 52.5144038397992, -0.9452798333532861 52.512154953310514, -0.9417386160764576 52.51006524064836))",38,51,16,26,6,10,10,1,2,123970,1
E00062650,Halton 002E,53.38293,-2.76704,"POLYGON ((-2.7673200994514695 53.383633466993835, -2.7653115505580397 53.38298550627682, -2.7655813766942514 53.38246402448086, -2.7662801240518506 53.3825125201235, -2.766928068617107 53.38209994226145, -2.7672562811959924 53.3819324114691, -2.7690524813573916 53.382368331550225, -2.768526315210136 53.38322163149519, -2.7697119854584717 53.38327889871259, -2.7700197660193444 53.38359705896358, -2.7690531787108177 53.38388489304896, -2.7673200994514695 53.383633466993835))",15,47,32,16,12,32,31,11,3,59054,0
E00042178,Newcastle upon Tyne 002G,55.02352,-1.62141,"POLYGON ((-1.6172140394314707 55.02369715178454, -1.6181695340898836 55.022115077284454, -1.6218852952711853 55.022721213976986, -1.6219700613515793 55.023166293359125, -1.6239547246580601 55.02298993048464, -1.6255173828941645 55.0233119368753, -1.6253286514879788 55.02388781120728, -1.6259966987639964 55.024014628600725, -1.6247780712071924 55.024767040857085, -1.6238956325052922 55.02428771890244, -1.6227587880417573 55.02454517084522, -1.6222993776561914 55.02404993822415, -1.621844955641271 55.02408313846718, -1.621806681950008 55.024578423509524, -1.6207313504152348 55.02453673568291, -1.620078557604399 55.02490106792931, -1.617093619551456 55.02425828414749, -1.6172140394314707 55.02369715178454))",70,75,33,18,7,17,13,14,18,39693,0
E00115493,Fareham 008B,50.85802,-1.17844,"POLYGON ((-1.1763148632610487 50.857643144189865, -1.1761418789061544 50.857454768665946, -1.1770365168513333 50.857396574285694, -1.176786340687543 50.857017721880354, -1.1804735099676802 50.85626056551939, -1.1806100209754462 50.856573955180714, -1.1807916739767979 50.85699098691305, -1.180244969003226 50.857222181156935, -1.1805186755335755 50.857547406234985, -1.179388653582101 50.85883689134914, -1.1804331661494207 50.85987158370915, -1.1801098316653016 50.86029603222072, -1.177204266507132 50.85877349631106, -1.1773096047128784 50.85834418346853, -1.1763148632610487 50.857643144189865))",62,90,43,35,13,31,31,5,19,109370,0
E00054872,Calderdale 022B,53.69942,-2.10775,"POLYGON ((-2.1051587321216605 53.698920644256425, -2.1049251773885826 53.69868912260805, -2.1054681150233048 53.69798723054083, -2.1042116499731414 53.69832906311627, -2.104121789467804 53.69873925990033, -2.103837164999804 53.69832800493545, -2.1021210659577734 53.699023680438486, -2.1021894471083375 53.69755019214716, -2.1003012529229577 53.69753222491053, -2.1012707795833285 53.696356544085006, -2.102645575510312 53.69681245248496, -2.1027527779924386 53.69710549863088, -2.1034030049349473 53.696847437321615, -2.103740361918172 53.6970907407336, -2.1036314732255046 53.696786102265584, -2.104251656544924 53.69657071996587, -2.1041577732626098 53.69491928984485, -2.1035827420025512 53.69437343360718, -2.101899759892138 53.69413371604386, -2.102275000701959 53.69371578059652, -2.103714588862345 53.69367546840403, -2.1039591556373676 53.69441844727271, -2.10668846869106 53.69461653062012, -2.108322188151911 53.69503997410713, -2.1104108709027107 53.69691603925481, -2.110751384591167 53.697848465514646, -2.11225003645834 53.6992502372653, -2.1152059458467316 53.7001526801229, -2.109788310941603 53.70237072280809, -2.109741957179053 53.70311311983223, -2.1092224968233255 53.70321697682249, -2.110112567059855 53.70364307704202, -2.107506508713826 53.703999149347545, -2.1075727585290043 53.70185724269992, -2.106991909045893 53.69994441198708, -2.1073205318939463 53.69988690803014, -2.10651731639007 53.699707864462525, -2.106336663279112 53.6988618398493, -2.1051587321216605 53.698920644256425))",44,65,31,26,8,26,27,18,13,51705,0
E00176126,Bradford 044A,53.78752,-1.76746,"POLYGON ((-1.7659324671580556 53.78736022693549, -1.7660677521143613 53.787294015420535, -1.7665163190363837 53.78663487326939, -1.7676112845650662 53.78718212860545, -1.7683154591820065 53.78703403723977, -1.7686620680339986 53.787444277694846, -1.7669742106516584 53.78785189236869, -1.7669589911425665 53.788236378127465, -1.7665811647127445 53.78836654525007, -1.7663600088932783 53.787468097755166, -1.7659324671580556 53.78736022693549))",5,16,11,21,13,12,40,55,39,165090,0
E00024126,Westminster 013D,51.51944,-0.14065,"POLYGON ((-0.1401233301460274 51.51932763002756, -0.1408597858325729 51.519161367169204, -0.1407711425771599 51.51893390869788, -0.14101479044076 51.51888592516332, -0.1413658942556059 51.519359273586744, -0.1410683457393082 51.51951045222193, -0.141521893442701 51.51966208582833, -0.1411458838836515 51.51977087179398, -0.1404229599862884 51.51982995002255, -0.1398439613471124 51.5200152679607, -0.1399509252422662 51.51960002705354, -0.1406166674788098 51.51949843701964, -0.1401233301460274 51.51932763002756))",43,39,10,29,3,10,5,18,24,22583,2
W00002139,Wrexham 011D,53.04266,-3.00201,"POLYGON ((-2.9980030043184884 53.04120883062734, -2.9984489587497047 53.041643980747764, -2.9995533535683703 53.04168078374119, -2.99987288177946 53.04101814407956, -3.0014661386712334 53.040548045411825, -3.001592630806144 53.04117520110333, -3.0026505883459884 53.04182327358339, -3.0026518399691526 53.04187719991791, -3.0025987996175996 53.04290413156161, -2.9986941681981887 53.04207693167391, -2.9983357805479 53.042250003636795, -2.9977110645540903 53.04223872351476, -2.9978181648071467 53.043161763340784, -2.9971537300344218 53.04334370064543, -2.997786611011235 53.04478294715571, -2.995986867913385 53.04479890295909, -2.99603396228698 53.04334963207034, -2.995637905948578 53.04331725210192, -2.9980030043184884 53.04120883062734))",21,65,40,30,22,68,85,20,16,180690,0
W00001518,Flintshire 008E,53.21199,-3.05928,"POLYGON ((-3.056729777430685 53.21373522656052, -3.0582558195482745 53.21276622025519, -3.057537716516977 53.2120585967851, -3.0583270210601 53.21188039596073, -3.0580812448542214 53.21160395645976, -3.0581532652817653 53.21132785843493, -3.0574444477017164 53.2110940664748, -3.058657315116245 53.209962053292436, -3.059393437501282 53.21001396685934, -3.059639368857697 53.2112117134034, -3.0618901737574977 53.21310077919444, -3.06106981589137 53.21341587575987, -3.059368255348092 53.21393506109658, -3.056729777430685 53.21373522656052))",17,40,45,21,17,26,29,14,7,180095,0
E00180787,Manchester 057B,53.47224,-2.23785,"POLYGON ((-2.2440002188682904 53.4739091419556, -2.2439683096463643 53.4739092071705, -2.244492455552128 53.47335983824193, -2.2433702307366956 53.4720809911614, -2.2429885101476685 53.47166128355929, -2.2421708593180036 53.472130633214825, -2.2421928631940706 53.47164047419707, -2.239275222685628 53.4725614471686, -2.239001550688762 53.47224762186536, -2.2373028629304597 53.4727811075284, -2.2369396057706967 53.472476221133554, -2.2359163176147367 53.47268498261144, -2.2351372608840716 53.472025031283344, -2.238362848673495 53.4715737137592, -2.2437665322362648 53.470250835120176, -2.2458487759930614 53.470297313920355, -2.248766215328466 53.470589453667806, -2.248740162964771 53.4706348548084, -2.248510633782702 53.47151290450733, -2.247654943583018 53.471989480816866, -2.2482906507338885 53.47363963012, -2.2481251231015684 53.47415316194695, -2.2481130645251564 53.47418829596914, -2.2440002188682904 53.4739091419556))",60,59,18,12,7,4,12,5,1917,168853,3
W00009249,Cardiff 001D,51.53363,-3.17994,"POLYGON ((-3.1762261643462097 51.534121851731406, -3.1795661124299954 51.53290647094457, -3.1796873793325595 51.532488425452165, -3.1801671278409436 51.532606787416725, -3.180009072291104 51.5312717130901, -3.181825801223151 51.531525226733436, -3.181582024870152 51.53234735247322, -3.180923248077741 51.53253824810966, -3.1825152606479135 51.53329930126175, -3.1827792603214626 51.53416196935784, -3.1811880180746854 51.534922727247434, -3.1807053500297413 51.53563574382505, -3.1800875352442786 51.53550421989401, -3.179649238465982 51.53600560414126, -3.1788345988414903 51.5358900164139, -3.178506121236914 51.53529718544692, -3.1762261643462097 51.534121851731406))",88,67,38,31,3,11,8,7,15,187511,0
E00003237,Bromley 020D,51.39781,0.027971,"POLYGON ((0.0289538525899088 51.397597040325614, 0.0283200155856314 51.396547692581706, 0.0266783764970599 51.39658573112744, 0.0268214154226544 51.39803911157413, 0.0275811557925823 51.39804415056333, 0.0277205491009012 51.39843298184743, 0.0281868267056916 51.398411521240895, 0.0282362910999771 51.399206506443285, 0.0287731412674693 51.398887862271295, 0.0309066916133956 51.39884740726445, 0.0310309045016969 51.39850635802963, 0.0289538525899088 51.397597040325614))",77,119,50,41,11,23,32,22,22,3033,0
E00158681,Rugby 005A,52.38042,-1.24593,"POLYGON ((-1.241326750140139 52.38325619313665, -1.2414425627897854 52.38290153137728, -1.2409037432917038 52.382566546944524, -1.2415126738109399 52.380995865087, -1.2444657986091219 52.38140096836989, -1.2447998313236122 52.381050560873206, -1.245913461349495 52.37709043792117, -1.2468248393374917 52.37692720209907, -1.247405629440656 52.37718037249574, -1.2479281668111222 52.37722667103826, -1.2482850034959367 52.37690752760031, -1.2480866984339654 52.37722437985787, -1.250625383721826 52.37773852416216, -1.2510109224245165 52.37785378640135, -1.2499554421337513 52.37931280362765, -1.2496525099967974 52.38105129878962, -1.24742687707891 52.38273636499087, -1.2477985925316037 52.383405137314824, -1.2454446524304492 52.383798307328625, -1.242655497754388 52.38451632332511, -1.241326750140139 52.38325619313665))",12,35,22,27,21,34,103,25,19,150402,0
E00071328,Telford and Wrekin 019A,52.65734,-2.46306,"POLYGON ((-2.4626503639080477 52.65989837490968, -2.460704484806353 52.658649999849075, -2.4595856616284473 52.65930220230542, -2.4604565207348514 52.65831074651841, -2.46025842218381 52.65796261479057, -2.4615623010806176 52.65801534523594, -2.4617250318018016 52.65762023121262, -2.4610512568398026 52.65672686399742, -2.461037465334711 52.656385729141405, -2.4630245381466285 52.65637859112309, -2.4636592747408588 52.656521210148554, -2.4636869664503696 52.6570422905759, -2.4631386700078646 52.65824733084713, -2.462438271317536 52.65817408589717, -2.462366638116532 52.65850973761796, -2.461885827214195 52.65835540739364, -2.4616607424146815 52.65857166160977, -2.4631093033965348 52.65967988328879, -2.465094930155477 52.66010361188188, -2.465194503493391 52.65973464066748, -2.4646675045224185 52.65957125264537, -2.464982746925883 52.659382579033306, -2.4638066852476137 52.6583630312619, -2.4641813127159953 52.65800582083647, -2.4659472405245104 52.65961481512199, -2.4660776710146104 52.65994281482957, -2.465528090092077 52.66020501385951, -2.466642928227622 52.660195053497354, -2.4662756923375664 52.66081588517429, -2.4654216572964014 52.660655962932246, -2.4642238491554798 52.66104666561403, -2.4626503639080477 52.65989837490968))",13,33,30,18,21,31,38,23,6,67255,0
E00142334,Ashfield 013C,53.04254,-1.19692,"POLYGON ((-1.1949485111804483 53.04208399648433, -1.195588798956292 53.0419872096874, -1.1966423090859246 53.0411276636523, -1.1976764061338236 53.041459267916096, -1.1981910698116507 53.04103529341359, -1.1991917232208704 53.042272169141164, -1.1989197186302083 53.043904289623526, -1.1979388478727704 53.04350685863796, -1.1968426372220995 53.04389402552575, -1.1958506516632421 53.0430691524879, -1.1955060359529797 53.04350376828349, -1.1944868021542991 53.04369109289099, -1.1944987953940085 53.04304712805944, -1.1952440650866778 53.04245373615866, -1.1949485111804483 53.04208399648433))",9,32,27,21,19,43,37,18,3,134841,0
E00150958,South Staffordshire 009A,52.63801,-2.22796,"POLYGON ((-2.216123328750257 52.643772938083984, -2.2163611137575137 52.641189350723515, -2.2156554253260388 52.640517047297536, -2.2146551513319572 52.637357518761654, -2.2160648744517286 52.636211540098124, -2.2155254485527043 52.63534774699892, -2.21342528689662 52.63462853546336, -2.2142918289675184 52.63355719063139, -2.21554823206108 52.6336537960679, -2.216912919790936 52.630251135692, -2.2424588301601283 52.63221165997587, -2.240863091169533 52.63332717432985, -2.2388076591443817 52.63403644087023, -2.2368912773467704 52.636051971265864, -2.2364821737070155 52.638714929283694, -2.2355609734866855 52.639839925633176, -2.234771360763188 52.64321854075302, -2.232898640975105 52.647679129982464, -2.2295721316882307 52.64518849913607, -2.2263741784234052 52.64468674348943, -2.225171625334725 52.644041493928654, -2.2247656553754953 52.64295563239801, -2.222541694046303 52.642189810713404, -2.2206651063880796 52.64230519872247, -2.2188444026919187 52.64304482254448, -2.217266709341254 52.64321853399546, -2.216469973538888 52.64387048137136, -2.216123328750257 52.643772938083984))",55,53,32,28,8,11,14,6,13,143017,0
E00006705,Ealing 007B,51.53764,-0.33664,"POLYGON ((-0.3353224129258538 51.537886382563805, -0.3351730145681514 51.536041586361016, -0.3359351466794448 51.53591527584271, -0.3364775128709511 51.536419915814406, -0.3378397993500339 51.53615571611287, -0.3382681113628273 51.53769910004914, -0.3369907263687774 51.53909238028243, -0.3353224129258538 51.537886382563805))",35,54,30,32,17,30,32,25,24,6381,0
E00010021,Haringey 017D,51.59881,-0.15526,"POLYGON ((-0.1552134575852005 51.60007758016213, -0.1547674296194693 51.59870781919434, -0.153877194008836 51.59775881116135, -0.1556151468317684 51.597495743792834, -0.1553600802490393 51.597663049049956, -0.1566816446726839 51.60014203783, -0.1552134575852005 51.60007758016213))",17,41,19,36,11,34,25,14,12,9431,0
E00080604,Thurrock 020B,51.48829,0.303545,"POLYGON ((0.3047221031371556 51.490221478632186, 0.3049267239540349 51.48967780655881, 0.3057908091010002 51.487597885780744, 0.305810985265339 51.48701000485256, 0.3030832205907341 51.48617780534139, 0.3030840680536535 51.486181759151705, 0.3027543442595739 51.48877568823863, 0.3018873590297374 51.48968600796691, 0.3018311525151706 51.49023453973686, 0.3011751195438404 51.49033411149855, 0.3016216270186818 51.490545497907966, 0.3033121822461794 51.49063882163785, 0.3036157026614701 51.49031660675511, 0.3047221031371556 51.490221478632186))",42,64,56,36,11,28,32,13,17,76130,0
