England and Wales Code,England and Wales,Distance travelled to work (8 categories) Code,Distance travelled to work (8 categories),Occupation (current) (105 categories) Code,Occupation (current) (105 categories),Observation
K04000001,England and Wales,6,Works mainly from home,82,711 Sales assistants and retail cashiers,106863
K04000001,England and Wales,6,Works mainly from home,83,712 Sales related occupations,22620
K04000001,England and Wales,6,Works mainly from home,84,713 Shopkeepers and sales supervisors,67088
K04000001,England and Wales,6,Works mainly from home,85,721 Customer service occupations,199303
K04000001,England and Wales,6,Works mainly from home,86,722 Customer service supervisors,7561
K04000001,England and Wales,6,Works mainly from home,87,811 Process operatives,12921
K04000001,England and Wales,6,Works mainly from home,88,812 Metal working machine operatives,4129
K04000001,England and Wales,6,Works mainly from home,89,813 Plant and machine operatives,7456
K04000001,England and Wales,6,Works mainly from home,90,814 Assemblers and routine operatives,19091
K04000001,England and Wales,6,Works mainly from home,91,815 Construction operatives,8756
K04000001,England and Wales,6,Works mainly from home,92,"816 Production, factory and assembly supervisors",4550
K04000001,England and Wales,6,Works mainly from home,93,821 Road transport drivers,73424
K04000001,England and Wales,6,Works mainly from home,94,822 Mobile machine drivers and operatives,4841
K04000001,England and Wales,6,Works mainly from home,95,823 Other drivers and transport operatives,13000
K04000001,England and Wales,6,Works mainly from home,96,911 Elementary agricultural occupations,8207
K04000001,England and Wales,6,Works mainly from home,97,912 Elementary construction occupations,5801
K04000001,England and Wales,6,Works mainly from home,98,913 Elementary process plant occupations,8954
K04000001,England and Wales,6,Works mainly from home,99,921 Elementary administration occupations,17621
K04000001,England and Wales,6,Works mainly from home,100,922 Elementary cleaning occupations,33783
K04000001,England and Wales,6,Works mainly from home,101,923 Elementary security occupations,16980
K04000001,England and Wales,6,Works mainly from home,102,924 Elementary sales occupations,2912
K04000001,England and Wales,6,Works mainly from home,103,925 Elementary storage occupations,23036
K04000001,England and Wales,6,Works mainly from home,104,926 Other elementary services occupations,33487
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",-8,Does not apply,0
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",1,111 Chief executives and senior officials,6139
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",2,112 Production managers and directors,142167
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",3,113 Functional managers and directors,31509
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",4,"114 Directors in logistics, warehousing and transport",3138
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",5,115 Managers and directors in retail and wholesale,26801
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",6,116 Senior officers in protective services,3853
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",7,117 Health and social services managers and directors,4678
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",8,121 Managers and proprietors in agriculture related services,12091
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",9,122 Managers and proprietors in hospitality and leisure services,19684
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",10,123 Managers and proprietors in health and care services,3635
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",11,"124 Managers in logistics, warehousing and transport",17013
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",12,125 Managers and proprietors in other services,60365
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",13,211 Natural and social science professionals,6217
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",14,212 Engineering professionals,56499
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",15,213 Information technology professionals,17916
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",16,214 Web and multimedia design professionals,2619
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",17,215 Conservation and environment professionals,3526
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",18,216 Research and development (R&D) and other research professionals,1455
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",19,221 Medical practitioners,6222
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",20,222 Therapy professionals,9961
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",21,223 Nursing and midwifery professionals,34151
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",22,224 Veterinarians,1977
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",23,225 Other health professionals,16166
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",24,231 Teaching and other educational professionals,28716
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",25,232 Other educational professionals,4924
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",26,241 Legal professionals,6418
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",27,242 Finance professionals,6938
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",28,"243 Business, research and administrative professionals",8220
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",29,244 Business and financial project management professionals,9435
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",30,"245 Architects, chartered architectural technologists, planning officers, surveyors and construction professionals",29788
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",31,246 Welfare professionals,8067
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",32,247 Librarians and related professionals,678
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",33,248 Quality and regulatory professionals,4406
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",34,249 Media professionals,3762
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",35,"311 Science, engineering and production technicians",27469
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",36,"312 CAD, drawing and architectural technicians",1885
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",37,313 Information technology technicians,8762
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",38,321 Health associate professionals,10273
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",39,322 Welfare and housing associate professionals,13724
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",40,323 Teaching and childcare associate professionals,4737
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",41,324 Veterinary nurses,443
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",42,331 Protective service occupations,30805
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",43,"341 Artistic, literary and media occupations",67349
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",44,342 Design occupations,5045
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",45,343 Sports and fitness occupations,27123
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",46,351 Transport associate professionals,9631
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",47,352 Legal associate professionals,1054
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",48,353 Finance associate professionals,3844
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",49,354 Business associate professionals,11859
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",50,"355 Sales, marketing and related associate professionals",51615
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",51,356 Public services associate professionals,1306
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",52,"357 HR, training and other vocational associate guidance professionals",15423
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",53,358 Regulatory associate professionals,11785
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",54,411 Administrative occupations: Government and related organisations,9106
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",55,412 Administrative occupations: Finance,11994
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",56,413 Administrative occupations: Records,15698
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",57,414 Administrative occupations: Office managers and supervisors,6075
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",58,415 Other administrative occupations,20152
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",59,421 Secretarial and related occupations,14966
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",60,511 Agricultural and related trades,141415
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",61,"521 Metal forming, welding and related trades",21261
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",62,"522 Metal machining, fitting and instrument making trades",67181
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",63,523 Vehicle trades,38693
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",64,524 Electrical and electronic trades,217841
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",65,"525 Skilled metal, electrical and electronic trades supervisors",6082
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",66,531 Construction and building trades,598742
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",67,532 Building finishing trades,192271
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",68,533 Construction and building trades supervisors,26758
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",69,541 Textiles and garments trades,4753
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",70,542 Printing trades,2054
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",71,543 Food preparation and hospitality trades,37663
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",72,544 Other skilled trades,10590
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",73,611 Teaching and childcare support occupations,20548
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",74,612 Animal care and control services,26963
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",75,613 Caring personal services,267809
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",76,621 Leisure and travel services,16662
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",77,622 Hairdressers and related services,50443
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",78,623 Housekeeping and related services,16082
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",79,624 Cleaning and housekeeping managers and supervisors,8566
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",80,625 Bed and breakfast and guest house owners and proprietors,331
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",81,631 Community and civil enforcement occupations,3437
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",82,711 Sales assistants and retail cashiers,47837
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",83,712 Sales related occupations,15311
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",84,713 Shopkeepers and sales supervisors,15871
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",85,721 Customer service occupations,14752
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",86,722 Customer service supervisors,858
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",87,811 Process operatives,16611
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",88,812 Metal working machine operatives,5917
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",89,813 Plant and machine operatives,17990
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",90,814 Assemblers and routine operatives,18227
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",91,815 Construction operatives,101070
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",92,"816 Production, factory and assembly supervisors",3851
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",93,821 Road transport drivers,440089
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",94,822 Mobile machine drivers and operatives,39925
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",95,823 Other drivers and transport operatives,16492
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",96,911 Elementary agricultural occupations,14624
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",97,912 Elementary construction occupations,112916
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",98,913 Elementary process plant occupations,21723
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",99,921 Elementary administration occupations,18594
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",100,922 Elementary cleaning occupations,201132
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",101,923 Elementary security occupations,36340
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",102,924 Elementary sales occupations,3324
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",103,925 Elementary storage occupations,45101
K04000001,England and Wales,7,"Works mainly at an offshore installation, in no fixed place, or outside the UK",104,926 Other elementary services occupations,40999
